route_id,service_id,trip_id,trip_headsign,"trip_short_name",direction_id,block_id,shape_id
"354_618","everyday","2273",,,,,"354_618"
"354_618","109","2274",,,,,"354_618"
"354_618","everyday","2275",,,,,"354_618"
"238_373","61","2745",,,,,"238_373"
"238_374","56","2746",,,,,"238_374"
"522_985","62","2634",,,,,"522_985"
"228_355","56","2317",,,,,"228_355"
"228_355","everyday","2318",,,,,"228_355"
"228_355","56","2319",,,,,"228_355"
"228_355","125","2320",,,,,"228_355"
"228_355","everyday","2321",,,,,"228_355"
"228_355","everyday","2322",,,,,"228_355"
"228_355","everyday","2323",,,,,"228_355"
"228_355","everyday","2324",,,,,"228_355"
"228_355","everyday","2325",,,,,"228_355"
"228_355","109","2326",,,,,"228_355"
"228_355","everyday","2327",,,,,"228_355"
"228_355","56","2328",,,,,"228_355"
"228_355","everyday","2329",,,,,"228_355"
"228_355","everyday","2330",,,,,"228_355"
"228_355","everyday","2331",,,,,"228_355"
"228_355","everyday","2332",,,,,"228_355"
"228_355","everyday","2333",,,,,"228_355"
"228_355","everyday","2334",,,,,"228_355"
"228_355","62","2335",,,,,"228_355"
"228_355","62","2336",,,,,"228_355"
"228_355","everyday","2337",,,,,"228_355"
"228_355","56","2338",,,,,"228_355"
"228_355","62","2339",,,,,"228_355"
"228_355","109","2340",,,,,"228_355"
"228_355","62","2341",,,,,"228_355"
"228_355","everyday","2342",,,,,"228_355"
"228_355","everyday","2343",,,,,"228_355"
"228_355","everyday","2344",,,,,"228_355"
"228_355","56","2345",,,,,"228_355"
"228_355","everyday","2346",,,,,"228_355"
"228_355","56","2347",,,,,"228_355"
"228_355","everyday","2348",,,,,"228_355"
"228_355","56","2349",,,,,"228_355"
"228_355","everyday","2350",,,,,"228_355"
"228_356","everyday","2361",,,,,"228_356"
"228_356","56","2362",,,,,"228_356"
"228_356","everyday","2363",,,,,"228_356"
"228_356","56","2364",,,,,"228_356"
"228_356","62","2365",,,,,"228_356"
"228_356","56","2366",,,,,"228_356"
"228_356","everyday","2367",,,,,"228_356"
"228_356","112","2368",,,,,"228_356"
"228_356","109","2369",,,,,"228_356"
"228_356","everyday","2370",,,,,"228_356"
"228_356","everyday","2371",,,,,"228_356"
"228_356","everyday","2372",,,,,"228_356"
"228_356","everyday","2373",,,,,"228_356"
"228_356","everyday","2374",,,,,"228_356"
"228_356","56","2375",,,,,"228_356"
"228_356","everyday","2376",,,,,"228_356"
"228_356","everyday","2377",,,,,"228_356"
"228_356","everyday","2378",,,,,"228_356"
"228_356","62","2379",,,,,"228_356"
"228_356","everyday","2380",,,,,"228_356"
"228_356","everyday","2381",,,,,"228_356"
"228_356","everyday","2382",,,,,"228_356"
"228_356","62","2383",,,,,"228_356"
"228_356","109","2384",,,,,"228_356"
"228_356","62","2385",,,,,"228_356"
"228_356","109","2386",,,,,"228_356"
"228_356","62","2387",,,,,"228_356"
"228_356","56","2388",,,,,"228_356"
"228_356","62","2389",,,,,"228_356"
"228_356","112","2390",,,,,"228_356"
"228_356","62","2391",,,,,"228_356"
"228_356","everyday","2392",,,,,"228_356"
"228_356","62","2393",,,,,"228_356"
"228_356","62","2394",,,,,"228_356"
"228_356","109","2395",,,,,"228_356"
"228_356","62","2396",,,,,"228_356"
"228_356","56","2397",,,,,"228_356"
"228_356","everyday","2398",,,,,"228_356"
"228_356","56","2399",,,,,"228_356"
"228_356","56","2400",,,,,"228_356"
"230_359","everyday","2773",,,,,"230_359"
"230_359","109","2774",,,,,"230_359"
"230_359","109","2775",,,,,"230_359"
"230_359","everyday","2776",,,,,"230_359"
"230_359","109","2777",,,,,"230_359"
"230_360","62","2778",,,,,"230_360"
"230_360","109","2779",,,,,"230_360"
"230_360","109","2780",,,,,"230_360"
"230_360","109","2781",,,,,"230_360"
"230_360","109","2782",,,,,"230_360"
"230_360","everyday","2783",,,,,"230_360"
"227_353","56","2412",,,,,"227_353"
"227_353","124","2413",,,,,"227_353"
"227_353","56","2414",,,,,"227_353"
"227_353","61","2415",,,,,"227_353"
"227_353","56","2416",,,,,"227_353"
"227_353","109","2417",,,,,"227_353"
"227_353","everyday","2418",,,,,"227_353"
"227_353","62","2419",,,,,"227_353"
"227_353","everyday","2420",,,,,"227_353"
"227_353","56","2421",,,,,"227_353"
"227_353","61","2422",,,,,"227_353"
"227_353","61","2423",,,,,"227_353"
"227_353","56","2424",,,,,"227_353"
"227_353","everyday","2425",,,,,"227_353"
"227_353","62","2426",,,,,"227_353"
"227_353","everyday","2427",,,,,"227_353"
"227_353","everyday","2428",,,,,"227_353"
"227_353","everyday","2429",,,,,"227_353"
"227_353","56","2430",,,,,"227_353"
"227_354","56","2458",,,,,"227_354"
"227_354","112","2459",,,,,"227_354"
"227_354","62","2460",,,,,"227_354"
"227_354","56","2461",,,,,"227_354"
"227_354","everyday","2462",,,,,"227_354"
"227_354","everyday","2463",,,,,"227_354"
"227_354","62","2464",,,,,"227_354"
"227_354","61","2465",,,,,"227_354"
"227_354","everyday","2466",,,,,"227_354"
"227_354","56","2467",,,,,"227_354"
"227_354","everyday","2468",,,,,"227_354"
"227_354","56","2469",,,,,"227_354"
"227_354","everyday","2470",,,,,"227_354"
"227_354","everyday","2471",,,,,"227_354"
"227_354","everyday","2472",,,,,"227_354"
"227_354","62","2473",,,,,"227_354"
"227_354","everyday","2474",,,,,"227_354"
"227_354","everyday","2475",,,,,"227_354"
"227_354","109","2476",,,,,"227_354"
"227_354","61","2477",,,,,"227_354"
"227_354","62","2478",,,,,"227_354"
"227_354","56","2479",,,,,"227_354"
"227_354","62","2480",,,,,"227_354"
"534_1003","56","2742",,,,,"534_1003"
"535_1004","61","2752",,,,,"535_1004"
"536_1006","everyday","2784",,,,,"536_1006"
"526_995","56","2750",,,,,"526_995"
"533_1002","56","2740",,,,,"533_1002"
"532_1001","61","2739",,,,,"532_1001"
"463_899","everyday","2449",,,,,"463_899"
"491_1314","56","6152",,,,,"491_1314"
"624_1329","everyday","6214",,,,,"624_1329"
"369_1318","61","6156",,,,,"369_1318"
"369_643","everyday","6155",,,,,"369_643"
"477_921","62","6122",,,,,"477_921"
"620_1315","56","6153",,,,,"620_1315"
"492_942","everyday","6165",,,,,"492_942"
"494_944","56","6227",,,,,"494_944"
"496_948","62","6215",,,,,"496_948"
"387_666","56","6111",,,,,"387_666"
"387_666","61","6112",,,,,"387_666"
"387_666","56","6113",,,,,"387_666"
"472_914","62","6120",,,,,"472_914"
"472_914","62","6121",,,,,"472_914"
"229_357","62","6114",,,,,"229_357"
"229_358","62","6115",,,,,"229_358"
"229_358","62","6116",,,,,"229_358"
"229_358","everyday","6117",,,,,"229_358"
"229_358","62","6118",,,,,"229_358"
"229_358","62","6119",,,,,"229_358"
"377_1311","56","6149",,,,,"377_1311"
"490_940","62","6150",,,,,"490_940"
"365_638","62","6162",,,,,"365_638"
"376_652","62","6158",,,,,"376_652"
"374_650","56","6166",,,,,"374_650"
"373_649","everyday","6167",,,,,"373_649"
"509_963","62","6241",,,,,"509_963"
"498_1332","56","6242",,,,,"498_1332"
"360_629","everyday","6133",,,,,"360_629"
"360_630","everyday","6134",,,,,"360_630"
"360_630","everyday","6135",,,,,"360_630"
"479_923","everyday","6136",,,,,"479_923"
"479_923","everyday","6137",,,,,"479_923"
"479_923","everyday","6138",,,,,"479_923"
"479_923","everyday","6139",,,,,"479_923"
"479_923","62","6140",,,,,"479_923"
"479_924","everyday","6141",,,,,"479_924"
"479_924","everyday","6142",,,,,"479_924"
"479_924","everyday","6143",,,,,"479_924"
"479_924","everyday","6144",,,,,"479_924"
"479_924","62","6145",,,,,"479_924"
"479_924","everyday","6146",,,,,"479_924"
"366_639","everyday","6159",,,,,"366_639"
"366_639","everyday","6160",,,,,"366_639"
"366_640","everyday","6161",,,,,"366_640"
"618_1310","everyday","6039",,,,,"618_1310"
"618_1310","everyday","6040",,,,,"618_1310"
"618_1310","everyday","6041",,,,,"618_1310"
"618_1310","everyday","6042",,,,,"618_1310"
"618_1310","everyday","6043",,,,,"618_1310"
"618_1309","everyday","6034",,,,,"618_1309"
"618_1309","everyday","6035",,,,,"618_1309"
"618_1309","everyday","6036",,,,,"618_1309"
"618_1309","everyday","6037",,,,,"618_1309"
"618_1309","everyday","6038",,,,,"618_1309"
"623_1328","everyday","6212",,,,,"623_1328"
"623_1328","everyday","6213",,,,,"623_1328"
"623_1327","everyday","6211",,,,,"623_1327"
"356_621","62","6163",,,,,"356_621"
"356_621","everyday","6164",,,,,"356_621"
"357_623","everyday","6147",,,,,"357_623"
"357_624","everyday","6148",,,,,"357_624"
"380_656","everyday","6217",,,,,"380_656"
"380_657","everyday","6218",,,,,"380_657"
"361_632","everyday","6170",,,,,"361_632"
"361_632","everyday","6171",,,,,"361_632"
"361_632","56","6172",,,,,"361_632"
"361_632","everyday","6173",,,,,"361_632"
"361_632","56","6174",,,,,"361_632"
"361_1319","everyday","6168",,,,,"361_1319"
"361_1319","everyday","6169",,,,,"361_1319"
"362_633","56","6175",,,,,"362_633"
"362_633","everyday","6176",,,,,"362_633"
"362_633","56","6177",,,,,"362_633"
"362_633","everyday","6178",,,,,"362_633"
"362_1320","everyday","6179",,,,,"362_1320"
"364_636","everyday","6044",,,,,"364_636"
"364_636","62","6045",,,,,"364_636"
"364_636","everyday","6046",,,,,"364_636"
"364_636","62","6047",,,,,"364_636"
"364_636","62","6048",,,,,"364_636"
"364_636","everyday","6049",,,,,"364_636"
"364_636","everyday","6050",,,,,"364_636"
"364_637","everyday","6051",,,,,"364_637"
"364_637","62","6052",,,,,"364_637"
"364_637","everyday","6053",,,,,"364_637"
"364_637","62","6054",,,,,"364_637"
"364_637","62","6055",,,,,"364_637"
"364_637","everyday","6056",,,,,"364_637"
"364_637","everyday","6057",,,,,"364_637"
"384_662","everyday","6228",,,,,"384_662"
"384_663","62","6229",,,,,"384_663"
"384_663","62","6230",,,,,"384_663"
"499_951","everyday","6237",,,,,"499_951"
"499_952","62","6238",,,,,"499_952"
"499_952","everyday","6239",,,,,"499_952"
"499_952","62","6240",,,,,"499_952"
"468_908","62","6090",,,,,"468_908"
"468_908","62","6091",,,,,"468_908"
"468_908","62","6092",,,,,"468_908"
"468_908","everyday","6093",,,,,"468_908"
"468_908","62","6094",,,,,"468_908"
"468_909","everyday","6095",,,,,"468_909"
"468_909","everyday","6096",,,,,"468_909"
"468_909","56","6097",,,,,"468_909"
"468_909","56","6098",,,,,"468_909"
"468_909","everyday","6099",,,,,"468_909"
"625_1330","61","6221",,,,,"625_1330"
"625_1330","56","6222",,,,,"625_1330"
"506_1321","62","6201",,,,,"506_1321"
"506_1321","62","6202",,,,,"506_1321"
"506_960","62","6199",,,,,"506_960"
"506_960","62","6200",,,,,"506_960"
"517_1322","56","6203",,,,,"517_1322"
"517_974","62","6204",,,,,"517_974"
"473_915","everyday","6123",,,,,"473_915"
"473_915","everyday","6124",,,,,"473_915"
"473_915","62","6125",,,,,"473_915"
"473_915","177","6126",,,,,"473_915"
"514_968","62","6180",,,,,"514_968"
"514_968","everyday","6181",,,,,"514_968"
"514_968","everyday","6182",,,,,"514_968"
"514_968","everyday","6183",,,,,"514_968"
"514_969","everyday","6184",,,,,"514_969"
"514_969","everyday","6185",,,,,"514_969"
"514_969","everyday","6186",,,,,"514_969"
"514_969","62","6187",,,,,"514_969"
"514_969","everyday","6188",,,,,"514_969"
"514_969","62","6189",,,,,"514_969"
"514_969","everyday","6190",,,,,"514_969"
"381_658","everyday","6219",,,,,"381_658"
"381_659","everyday","6220",,,,,"381_659"
"621_1316","56","6154",,,,,"621_1316"
"619_1312","56","6151",,,,,"619_1312"
"622_1326","everyday","6210",,,,,"622_1326"
"622_1325","everyday","6208",,,,,"622_1325"
"622_1325","56","6209",,,,,"622_1325"
"507_1331","everyday","6223",,,,,"507_1331"
"507_1331","56","6224",,,,,"507_1331"
"467_906","everyday","6100",,,,,"467_906"
"467_907","62","6101",,,,,"467_907"
"476_919","62","6127",,,,,"476_919"
"476_919","62","6128",,,,,"476_919"
"476_920","62","6129",,,,,"476_920"
"476_920","everyday","6130",,,,,"476_920"
"516_972","everyday","6191",,,,,"516_972"
"516_972","everyday","6192",,,,,"516_972"
"516_973","everyday","6193",,,,,"516_973"
"516_973","everyday","6194",,,,,"516_973"
"388_668","61","6103",,,,,"388_668"
"388_668","62","6104",,,,,"388_668"
"388_668","62","6105",,,,,"388_668"
"388_669","62","6106",,,,,"388_669"
"388_669","61","6107",,,,,"388_669"
"388_669","61","6108",,,,,"388_669"
"388_669","62","6109",,,,,"388_669"
"388_669","62","6110",,,,,"388_669"
"519_1323","56","6205",,,,,"519_1323"
"519_1324","56","6206",,,,,"519_1324"
"515_970","62","6198",,,,,"515_970"
"515_971","everyday","6195",,,,,"515_971"
"515_971","62","6196",,,,,"515_971"
"515_971","62","6197",,,,,"515_971"
"512_966","everyday","6243",,,,,"512_966"
"469_910","62","6102",,,,,"469_910"
"518_975","62","6207",,,,,"518_975"
"478_922","everyday","6131",,,,,"478_922"
"478_922","62","6132",,,,,"478_922"
"386_665","155","6245",,,,,"386_665"
"410_707","62","5994",,,,,"410_707"
"402_692","56","6017",,,,,"402_692"
"409_706","56","6016",,,,,"409_706"
"401_690","125","6015",,,,,"401_690"
"401_691","56","6014",,,,,"401_691"
"406_700","62","5993",,,,,"406_700"
"616_1306","everyday","6022",,,,,"616_1306"
"616_1306","everyday","6023",,,,,"616_1306"
"616_1306","everyday","6024",,,,,"616_1306"
"616_1306","everyday","6025",,,,,"616_1306"
"616_1305","everyday","6018",,,,,"616_1305"
"616_1305","everyday","6019",,,,,"616_1305"
"616_1305","everyday","6020",,,,,"616_1305"
"616_1305","everyday","6021",,,,,"616_1305"
"403_694","125","6013",,,,,"403_694"
"390_673","everyday","2533",,,,,"390_673"
"391_674","everyday","2521",,,,,"391_674"
"405_698","everyday","2585",,,,,"405_698"
"405_698","109","2586",,,,,"405_698"
"405_699","everyday","2587",,,,,"405_699"
"405_699","109","2588",,,,,"405_699"
"408_704","everyday","5988",,,,,"408_704"
"408_704","everyday","5989",,,,,"408_704"
"408_705","109","5990",,,,,"408_705"
"408_705","109","5991",,,,,"408_705"
"389_670","62","5979",,,,,"389_670"
"389_670","everyday","5980",,,,,"389_670"
"389_670","everyday","5981",,,,,"389_670"
"389_670","62","5982",,,,,"389_670"
"389_671","62","5983",,,,,"389_671"
"389_671","62","5984",,,,,"389_671"
"389_671","everyday","5985",,,,,"389_671"
"389_671","everyday","5986",,,,,"389_671"
"389_671","62","5987",,,,,"389_671"
"404_695","62","5992",,,,,"404_695"
"615_1304","everyday","5995",,,,,"615_1304"
"99_159","everyday","6500",,,,,"99_159"
"99_159","everyday","6501",,,,,"99_159"
"99_159","everyday","6502",,,,,"99_159"
"99_159","everyday","6503",,,,,"99_159"
"99_159","everyday","6504",,,,,"99_159"
"99_159","everyday","6505",,,,,"99_159"
"99_159","everyday","6506",,,,,"99_159"
"99_159","everyday","6507",,,,,"99_159"
"99_159","everyday","6508",,,,,"99_159"
"99_159","everyday","6509",,,,,"99_159"
"99_159","everyday","6510",,,,,"99_159"
"99_159","everyday","6511",,,,,"99_159"
"99_159","everyday","6512",,,,,"99_159"
"99_160","everyday","6487",,,,,"99_160"
"99_160","everyday","6488",,,,,"99_160"
"99_160","everyday","6489",,,,,"99_160"
"99_160","everyday","6490",,,,,"99_160"
"99_160","everyday","6491",,,,,"99_160"
"99_160","everyday","6492",,,,,"99_160"
"99_160","everyday","6493",,,,,"99_160"
"99_160","everyday","6494",,,,,"99_160"
"99_160","everyday","6495",,,,,"99_160"
"99_160","everyday","6496",,,,,"99_160"
"99_160","everyday","6497",,,,,"99_160"
"99_160","everyday","6498",,,,,"99_160"
"99_160","everyday","6499",,,,,"99_160"
"201_311","everyday","6328",,,,,"201_311"
"201_311","everyday","6329",,,,,"201_311"
"201_311","everyday","6330",,,,,"201_311"
"201_312","everyday","5439",,,,,"201_312"
"201_312","everyday","5440",,,,,"201_312"
"206_319","everyday","6314",,,,,"206_319"
"206_319","everyday","6315",,,,,"206_319"
"206_319","everyday","6316",,,,,"206_319"
"206_319","everyday","6317",,,,,"206_319"
"206_319","everyday","6318",,,,,"206_319"
"206_319","everyday","6319",,,,,"206_319"
"206_319","everyday","6320",,,,,"206_319"
"206_320","everyday","6321",,,,,"206_320"
"206_320","everyday","6322",,,,,"206_320"
"206_320","everyday","6323",,,,,"206_320"
"206_320","everyday","6324",,,,,"206_320"
"206_320","everyday","6325",,,,,"206_320"
"206_320","everyday","6326",,,,,"206_320"
"206_320","everyday","6327",,,,,"206_320"
"295_471","56","3635",,,,,"295_471"
"270_425","everyday","3556",,,,,"270_425"
"282_447","everyday","5908",,,,,"282_447"
"282_447","everyday","5909",,,,,"282_447"
"282_447","everyday","5910",,,,,"282_447"
"282_447","everyday","5911",,,,,"282_447"
"282_447","everyday","5912",,,,,"282_447"
"282_447","everyday","5913",,,,,"282_447"
"282_447","everyday","5914",,,,,"282_447"
"282_447","everyday","5915",,,,,"282_447"
"282_447","everyday","5916",,,,,"282_447"
"282_448","everyday","5917",,,,,"282_448"
"282_448","everyday","5918",,,,,"282_448"
"282_448","everyday","5919",,,,,"282_448"
"282_448","everyday","5920",,,,,"282_448"
"282_448","everyday","5921",,,,,"282_448"
"282_448","everyday","5922",,,,,"282_448"
"282_448","everyday","5923",,,,,"282_448"
"282_448","everyday","5924",,,,,"282_448"
"280_443","everyday","5873",,,,,"280_443"
"280_443","everyday","5874",,,,,"280_443"
"280_443","everyday","5875",,,,,"280_443"
"280_443","everyday","5876",,,,,"280_443"
"280_443","everyday","5877",,,,,"280_443"
"280_443","everyday","5878",,,,,"280_443"
"280_443","everyday","5879",,,,,"280_443"
"280_444","everyday","5880",,,,,"280_444"
"280_444","everyday","5881",,,,,"280_444"
"280_444","everyday","5882",,,,,"280_444"
"280_444","everyday","5883",,,,,"280_444"
"280_444","everyday","5884",,,,,"280_444"
"280_444","everyday","5885",,,,,"280_444"
"280_444","everyday","5886",,,,,"280_444"
"280_444","everyday","5887",,,,,"280_444"
"280_444","everyday","5888",,,,,"280_444"
"281_445","everyday","5889",,,,,"281_445"
"281_445","everyday","5890",,,,,"281_445"
"281_445","everyday","5891",,,,,"281_445"
"281_445","everyday","5892",,,,,"281_445"
"281_445","everyday","5893",,,,,"281_445"
"281_445","everyday","5894",,,,,"281_445"
"281_445","everyday","5895",,,,,"281_445"
"281_445","everyday","5896",,,,,"281_445"
"281_445","everyday","5897",,,,,"281_445"
"281_445","everyday","5898",,,,,"281_445"
"281_446","everyday","5899",,,,,"281_446"
"281_446","everyday","5900",,,,,"281_446"
"281_446","everyday","5901",,,,,"281_446"
"281_446","everyday","5902",,,,,"281_446"
"281_446","everyday","5903",,,,,"281_446"
"281_446","everyday","5904",,,,,"281_446"
"281_446","everyday","5905",,,,,"281_446"
"281_446","everyday","5906",,,,,"281_446"
"281_446","everyday","5907",,,,,"281_446"
"258_403","56","2012",,,,,"258_403"
"258_404","56","2013",,,,,"258_404"
"253_393","61","5548",,,,,"253_393"
"253_393","everyday","5549",,,,,"253_393"
"253_393","61","5550",,,,,"253_393"
"253_394","61","5551",,,,,"253_394"
"253_394","everyday","5552",,,,,"253_394"
"253_394","61","5553",,,,,"253_394"
"271_427","everyday","2077",,,,,"271_427"
"271_427","everyday","2078",,,,,"271_427"
"271_427","everyday","2079",,,,,"271_427"
"271_427","everyday","2080",,,,,"271_427"
"271_427","everyday","2081",,,,,"271_427"
"271_427","everyday","2082",,,,,"271_427"
"271_866","everyday","2083",,,,,"271_866"
"271_866","everyday","2084",,,,,"271_866"
"271_866","everyday","2085",,,,,"271_866"
"271_866","everyday","2086",,,,,"271_866"
"271_866","everyday","2087",,,,,"271_866"
"271_866","everyday","2088",,,,,"271_866"
"268_421","everyday","5465",,,,,"268_421"
"553_1038","171","3743",,,,,"553_1038"
"553_1038","171","3744",,,,,"553_1038"
"553_1039","171","3745",,,,,"553_1039"
"553_1039","171","3746",,,,,"553_1039"
"459_871","everyday","2150",,,,,"459_871"
"459_871","everyday","2151",,,,,"459_871"
"459_871","everyday","2152",,,,,"459_871"
"459_871","131","2153",,,,,"459_871"
"459_871","everyday","2154",,,,,"459_871"
"459_871","everyday","2155",,,,,"459_871"
"459_871","131","2156",,,,,"459_871"
"459_871","everyday","2157",,,,,"459_871"
"459_872","everyday","2158",,,,,"459_872"
"459_872","everyday","2159",,,,,"459_872"
"459_872","everyday","2160",,,,,"459_872"
"459_872","131","2161",,,,,"459_872"
"459_872","everyday","2162",,,,,"459_872"
"459_872","everyday","2163",,,,,"459_872"
"459_872","131","2164",,,,,"459_872"
"459_872","everyday","2165",,,,,"459_872"
"275_435","56","1873",,,,,"275_435"
"264_413","everyday","5498",,,,,"264_413"
"264_414","everyday","5499",,,,,"264_414"
"205_317","everyday","5790",,,,,"205_317"
"205_317","everyday","5791",,,,,"205_317"
"205_317","everyday","5792",,,,,"205_317"
"205_317","everyday","5793",,,,,"205_317"
"205_317","everyday","5794",,,,,"205_317"
"205_318","197","5795",,,,,"205_318"
"205_318","everyday","5796",,,,,"205_318"
"205_318","everyday","5797",,,,,"205_318"
"205_318","everyday","5798",,,,,"205_318"
"205_318","everyday","5799",,,,,"205_318"
"205_318","everyday","5800",,,,,"205_318"
"203_313","everyday","5777",,,,,"203_313"
"203_313","119","5778",,,,,"203_313"
"203_313","everyday","5779",,,,,"203_313"
"203_313","everyday","5780",,,,,"203_313"
"203_313","119","5781",,,,,"203_313"
"203_313","everyday","5782",,,,,"203_313"
"203_313","everyday","5783",,,,,"203_313"
"203_313","everyday","5784",,,,,"203_313"
"203_314","119","1815",,,,,"203_314"
"203_314","everyday","1816",,,,,"203_314"
"203_314","everyday","1817",,,,,"203_314"
"203_314","119","1818",,,,,"203_314"
"203_314","everyday","1819",,,,,"203_314"
"203_314","everyday","1820",,,,,"203_314"
"203_314","everyday","1821",,,,,"203_314"
"283_449","56","5824",,,,,"283_449"
"283_449","56","5825",,,,,"283_449"
"283_450","56","3624",,,,,"283_450"
"283_450","56","3627",,,,,"283_450"
"260_405","everyday","5801",,,,,"260_405"
"260_405","everyday","5802",,,,,"260_405"
"260_405","everyday","5803",,,,,"260_405"
"260_405","61","5804",,,,,"260_405"
"260_405","everyday","5805",,,,,"260_405"
"260_405","61","5806",,,,,"260_405"
"260_405","56","5807",,,,,"260_405"
"260_405","122","5808",,,,,"260_405"
"260_405","56","5809",,,,,"260_405"
"260_406","56","1843",,,,,"260_406"
"260_406","61","1844",,,,,"260_406"
"260_406","everyday","1845",,,,,"260_406"
"260_406","everyday","1846",,,,,"260_406"
"260_406","61","1847",,,,,"260_406"
"260_406","everyday","1848",,,,,"260_406"
"260_406","everyday","1849",,,,,"260_406"
"260_406","56","1850",,,,,"260_406"
"261_407","56","5810",,,,,"261_407"
"524_990","155","3600",,,,,"524_990"
"524_990","155","3601",,,,,"524_990"
"524_990","155","3602",,,,,"524_990"
"524_990","155","3603",,,,,"524_990"
"524_990","155","3604",,,,,"524_990"
"524_991","155","3605",,,,,"524_991"
"524_991","155","3606",,,,,"524_991"
"524_991","155","3607",,,,,"524_991"
"524_991","155","3608",,,,,"524_991"
"524_991","155","3609",,,,,"524_991"
"257_401","56","1915",,,,,"257_401"
"257_402","56","1916",,,,,"257_402"
"257_402","56","1917",,,,,"257_402"
"276_437","everyday","5811",,,,,"276_437"
"276_437","everyday","5812",,,,,"276_437"
"276_437","everyday","5813",,,,,"276_437"
"276_437","everyday","5814",,,,,"276_437"
"276_438","everyday","3632",,,,,"276_438"
"276_438","everyday","3633",,,,,"276_438"
"276_438","162","3634",,,,,"276_438"
"262_409","everyday","5816",,,,,"262_409"
"262_409","everyday","5817",,,,,"262_409"
"262_409","everyday","5818",,,,,"262_409"
"262_409","162","5819",,,,,"262_409"
"262_410","everyday","5820",,,,,"262_410"
"262_410","everyday","5821",,,,,"262_410"
"262_410","everyday","5822",,,,,"262_410"
"262_410","everyday","5823",,,,,"262_410"
"256_399","172","5490",,,,,"256_399"
"256_399","everyday","5491",,,,,"256_399"
"256_399","172","5492",,,,,"256_399"
"256_399","everyday","5493",,,,,"256_399"
"256_400","172","5494",,,,,"256_400"
"256_400","everyday","5495",,,,,"256_400"
"256_400","172","5496",,,,,"256_400"
"256_400","everyday","5497",,,,,"256_400"
"589_1187","everyday","4624",,,,,"589_1187"
"589_1187","everyday","4625",,,,,"589_1187"
"589_1187","everyday","4626",,,,,"589_1187"
"589_1187","everyday","4627",,,,,"589_1187"
"589_1187","everyday","4628",,,,,"589_1187"
"589_1187","everyday","4629",,,,,"589_1187"
"589_1187","everyday","4630",,,,,"589_1187"
"589_1187","131","4631",,,,,"589_1187"
"277_439","everyday","5815",,,,,"277_439"
"91_145","everyday","1637",,,,,"91_145"
"91_145","everyday","1638",,,,,"91_145"
"91_145","everyday","1639",,,,,"91_145"
"91_145","everyday","1640",,,,,"91_145"
"91_145","everyday","1641",,,,,"91_145"
"91_145","everyday","1642",,,,,"91_145"
"91_145","everyday","1643",,,,,"91_145"
"91_809","everyday","1646",,,,,"91_809"
"91_809","everyday","1647",,,,,"91_809"
"91_809","everyday","1648",,,,,"91_809"
"91_809","everyday","1650",,,,,"91_809"
"91_809","everyday","1651",,,,,"91_809"
"91_809","everyday","1652",,,,,"91_809"
"91_809","everyday","1653",,,,,"91_809"
"432_1285","everyday","5676",,,,,"432_1285"
"432_1285","everyday","5677",,,,,"432_1285"
"432_1285","everyday","5678",,,,,"432_1285"
"432_1284","everyday","5679",,,,,"432_1284"
"432_1284","everyday","5680",,,,,"432_1284"
"432_1284","everyday","5681",,,,,"432_1284"
"432_1284","everyday","5682",,,,,"432_1284"
"631_1349","everyday","6448",,,,,"631_1349"
"631_1349","everyday","6449",,,,,"631_1349"
"631_1349","everyday","6450",,,,,"631_1349"
"631_1349","everyday","6451",,,,,"631_1349"
"631_1348","everyday","6452",,,,,"631_1348"
"631_1348","everyday","6453",,,,,"631_1348"
"631_1348","everyday","6454",,,,,"631_1348"
"631_1348","everyday","6455",,,,,"631_1348"
"632_1351","everyday","6460",,,,,"632_1351"
"632_1351","everyday","6461",,,,,"632_1351"
"632_1351","everyday","6462",,,,,"632_1351"
"632_1351","everyday","6463",,,,,"632_1351"
"632_1350","everyday","6456",,,,,"632_1350"
"632_1350","everyday","6457",,,,,"632_1350"
"632_1350","everyday","6458",,,,,"632_1350"
"632_1350","everyday","6459",,,,,"632_1350"
"633_1352","everyday","6464",,,,,"633_1352"
"633_1352","everyday","6465",,,,,"633_1352"
"633_1352","everyday","6466",,,,,"633_1352"
"633_1352","everyday","6467",,,,,"633_1352"
"633_1353","everyday","6468",,,,,"633_1353"
"633_1353","everyday","6469",,,,,"633_1353"
"633_1353","everyday","6470",,,,,"633_1353"
"633_1353","everyday","6471",,,,,"633_1353"
"634_1354","everyday","6472",,,,,"634_1354"
"634_1354","everyday","6473",,,,,"634_1354"
"634_1354","everyday","6474",,,,,"634_1354"
"634_1354","everyday","6475",,,,,"634_1354"
"634_1355","everyday","6476",,,,,"634_1355"
"634_1355","everyday","6477",,,,,"634_1355"
"634_1355","everyday","6478",,,,,"634_1355"
"634_1355","everyday","6479",,,,,"634_1355"
"635_1356","everyday","6480",,,,,"635_1356"
"635_1356","everyday","6481",,,,,"635_1356"
"635_1356","everyday","6482",,,,,"635_1356"
"635_1356","everyday","6483",,,,,"635_1356"
"635_1357","everyday","6484",,,,,"635_1357"
"635_1357","everyday","6485",,,,,"635_1357"
"635_1357","everyday","6486",,,,,"635_1357"
"294_989","80","2647",,,,,"294_989"
"294_989","everyday","2648",,,,,"294_989"
"294_989","everyday","2649",,,,,"294_989"
"294_989","80","2650",,,,,"294_989"
"294_988","80","2651",,,,,"294_988"
